series,runs,real_width,shuffle_width_mean,shuffle_width_std,shuffle_z,phase_width_mean,phase_width_std
AAPL,30,0.04356087612360948,0.07983738089494323,0.04049484004742081,-0.8958303015607112,0.034152790751891496,0.018528604392941305
MSFT,30,0.10858000048396477,0.05756751773520655,0.02945761551299812,1.7317247801760822,0.04551363014235135,0.027998691537218578
QQQ,30,0.12719910667366996,0.1069627681188155,0.03697917346087932,0.5472360969955888,0.03508252630308583,0.01977615929603873
SPY,30,0.187151397695122,0.10425061088296007,0.04240247933124044,1.9550929124817469,0.033025442913525514,0.015420163065220366
